,	Z
perdagangan	NN
,	Z
telekomunikasi	NN
,	Z
keuangan	NN
dan	CC
jasa	NN
,	Z
termasuk	VB
pertanian	NN
,	Z
kata	VB
-nya	PRP
.	Z

Berdasarkan	VB
data	NN
Bursa	NNP
Efek	NNP
Jakarta	NNP
BEJ	NNP
pemegang saham	NN
lima	CD
persen	CD
atau	CC
lebih	RB
perseroan	NN
per	IN
28	CD
Februari	NNP
2007	CD
,	Z
terdiri	VB
dari	IN
PT	NNP
Bhakti	NNP
Investama	NNP
Tbk	NNP
9,01	CD
persen	CD
,	Z
Ievan	NNP
Daniar	NNP
Sumampow	NNP
5,13	CD
persen	CD
,	Z
Remington	NNP
Gold	NNP
Limited	NNP
5,23	CD
persen	CD
dan	CC
UBS	NNP
AG	NNP
Singapore	NNP
S	NNP
/	NNP
A	NNP
Heffernan	NNP
7,2	CD
persen	CD
.	Z

Kalau	SC
kita	PRP
mau	MD
melihat	VB
dampak	NN
kenaikan	NN
harga	NN
minyak	NN
dunia	NN
,	Z
maka	SC
kita	PRP
harus	MD
menjaga	VB
sektor-sektor	NN
yang	SC
tidak	NEG
terkena	VB
langsung	RB
pengaruh	NN
kenaikan	NN
harga	NN
minyak	NN
atau	CC
memiliki	VB
bahan baku	NN
yang	SC
tidak	NEG
sensitif	JJ
terhadap	IN
minyak	NN
.	Z

Untuk	SC
triwulan	NN
keempat	OD
,	Z
Rusman	NNP
mengatakan	VB
,	Z
pemerintah	NN
memang	RB
cukup	JJ
menjaga	VB
inflasi	NN
tetap	RB
seperti	IN
pada	IN
inflasi	NN
tahun	NN
kalender	NN
saat	NN
ini	PR
,	Z
yaitu	SC
6,3	CD
persen	CD
.	Z

Secara	IN
spasial	JJ
atau	CC
pertumbuhan ekonomi	NN
menurut	IN
daerah	NN
,	Z
Pulau	NNP
Jawa	NNP
merupakan	VB
penyumbang	NN
terbesar	JJ
dalam	IN
pembentukan	NN
PDB	NN
Indonesia	NNP
Triwulan	NN
III	OD
/	Z
2007	CD
59,3	CD
persen	CD
,	Z
diikuti	VB
oleh	IN
Pulau	NNP
Sumatera	NNP
23,2	CD
persen	CD
,	Z
Kalimantan	NNP
9,0	CD
persen	CD
,	Z
Sulawesi	NNP
4,0	CD
persen	CD
dan	CC
lain	JJ
-nya	PRP
secara	IN
keseluruhan	NN
menyumbang	VB
4,5	CD
persen	CD
,	Z
kata	VB
-nya	PRP
.	Z

Dari	IN
sisi	NN
penggunaan	NN
,	Z
tambah	VB
-nya	PRP
,	Z
konsumsi	NN
rumah tangga	NN
menyumbang	VB
pertumbuhan	NN
year	FW
on	FW
year	FW
5,3	CD
persen	CD
,	Z
konsumsi	NN
pemerintah	NN
6,5	CD
persen	CD
,	Z
pembentukan	NN
modal tetap	NN
bruto	NN
PMTB	NN
8,8	CD
persen	CD
dan	CC
ekspor	NN
7,8	CD
persen	CD
.	Z

Sedangkan	CC
besaran	NN
PDB	NN
Indonesia	NNP
pada	IN
sembilan	CD
bulan	NN
pertama	OD
2007	CD
mencapai	VB
Rp	SYM
2.901,3	CD
triliun	CD
sehingga	SC
,	Z
kata	VB
Rusman	NNP
,	Z
pada	IN
akhir	NN
tahun	NN
2007	CD
Indonesia	NNP
berpotensi	VB
mencapai	VB
besaran	NN
PDB	NN
mendekati	VB
Rp	SYM
4	CD
triliun	CD
.	Z

Ia	PRP
menambahkan	VB
,	Z
permintaan	NN
semen	NN
dalam negeri	JJ
sempat	MD
mengalami	VB
penurunan	NN
hingga	IN
2,4	CD
persen	CD
selama	IN
periode	NN
Januari	NNP
-	Z
Agustus	NNP
2006	CD
.	Z

Tambang	NN
di	IN
Australia	NNP
tersebut	PR
merupakan	VB
tambang	NN
bekas	NN
yang	SC
sudah	MD
lama	JJ
beroperasi	VB
dengan	IN
sisa	NN
cadangan	NN
sebanyak	CD
11	CD
juta	CD
ton	NND
.	Z

Namun	CC
,	Z
sejak	IN
September	NNP
kondisi	NN
pasar	NN
sudah	MD
kembali	VB
normal	JJ
.	Z

Realisasi	NN
setoran	NN
dividen	NN
BUMN	NN
untuk	SC
APBN	NN
2008	CD
hingga	IN
Agustus	NNP
2008	CD
mencapai	VB
Rp	SYM
13,5	CD
triliun	CD
dari	IN
total	NN
target	NN
di	IN
APBNP	NN
2008	CD
sebesar	JJ
Rp	SYM
31,2	CD
triliun	CD
,	Z
realisasi	NN
hingga	IN
agustus	NNP
yang	SC
sudah	MD
disetor	VB
dari	IN
Rp	SYM
31,2	CD
triliun	CD
adalah	VB
Rp	SYM
13,5	CD
triliun	CD
,	Z
kata	VB
Menkeu	NNP
Sri	NNP
Mulyani	NNP
Indrawati	NNP
di	IN
Gedung	NNP
DPR	NNP
Jakarta	NNP
,	Z
Selasa	NNP
.	Z

Gencar	JJ
-nya	PRP
produk	NN
kompetitor	NN
yang	SC
masuk	VB
ke	IN
wilayah	NN
utama	JJ
pemasaran	NN
produk	NN
Semen	NNP
Gresik	NNP
,	Z
terutama	JJ
di	IN
Jawa	NNP
Timur	NNP
,	Z
tampaknya	RB
tidak	NEG
banyak	CD
berpengaruh	VB
terhadap	IN
penjualan	NN
produk	NN
Semen	NNP
Gresik	NNP
.	Z

Menkeu	NN
menyebutkan	VB
,	Z
realisasi	NN
setoran	NN
Rp	SYM
13,5	CD
triliun	CD
itu	PR
terdiri	VB
dari	IN
setoran	NN
dividen	NN
dari	IN
BUMN	NN
perbankan	NN
sebesar	JJ
Rp	SYM
4,5	CD
triliun	CD
sementara	SC
BUMN	NN
non	RB
perbankan	NN
mencapai	VB
Rp	SYM
8,9	CD
triliun	CD
.	Z

Berdasarkan	VB
data	NN
Bursa	NNP
Efek	NNP
Jakarta	NNP
BEJ	NNP
per	IN
28	CD
Februari	NNP
2007	CD
,	Z
komposisi	NN
pemegang saham	NN
lima	CD
persen	CD
atau	CC
lebih	RB
Semen	NNP
Gresik	NNP
terdiri	VB
dari	IN
Blue	NNP
Valley	NNP
Holdings	NNP
Pte	NNP
.	NNP
Ltd	NNP
.	NNP
24,9	CD
persen	CD
dan	CC
Pemerintah	NNP
RI	NNP
51,01	CD
persen	CD
.	Z

Dari	IN
jumlah	NN
Rp	SYM
8,9	CD
triliun	CD
,	Z
PT	NNP
Pertamina	NNP
belum	NEG
memberikan	VB
karena	SC
masih	MD
dalam	IN
proses	NN
perhitungan	NN
,	Z
jelas	VB
Menkeu	NN
.	Z

Perusahaan	NN
operator	NN
jalan tol	NN
PT	NNP
Citra	NNP
Marga	NNP
Nusaphala	NNP
Persada	NNP
Tbk	NNP
CMNP	NNP
di	IN
Jakarta	NNP
,	Z
Senin	NNP
,	Z
menyatakan	VB
laba bersih	NN
-nya	PRP
untuk	SC
tahun	NN
yang	SC
berakhir	VB
Desember	NNP
2006	CD
naik	VB
49,99	CD
persen	CD
menjadi	VB
Rp	SYM
121,52	CD
miliar	CD
dibanding	VB
periode	NN
sama	JJ
tahun	NN
sebelum	SC
-nya	PRP
Rp	SYM
81,02	CD
miliar	CD
.	Z

Menkeu	NN
menyebutkan	VB
,	Z
target	NN
setoran	NN
dividen	NN
BUMN	NN
2008	CD
sebesar	JJ
Rp	SYM
31,2	CD
triliun	CD
terdiri	VB
dari	IN
setoran	NN
dividen	NN
BUMN	NN
perbankan	NN
Rp	SYM
3,87	CD
triliun	CD
dan	CC
non	RB
perbankan	NN
diharapkan	VB
mencapai	VB
Rp	SYM
27,37	CD
triliun	CD
.	Z

Selama	IN
ini	PR
,	Z
Indonesia	NNP
menjadi	VB
net	FW
importir	NN
untuk	SC
minyak	NN
di mana	SC
total	NN
nilai	NN
impor	NN
minyak	NN
minyak	NN
yang	SC
dibeli	VB
dari	IN
luar negeri	NN
yang	SC
dilakukan	VB
Indonesia	NNP
lebih	RB
banyak	CD
dari	IN
total	NN
nilai	NN
ekspor	NN
Nilai	NN
minyak	NN
yang	SC
dijual	VB
ke	IN
luar negeri	NN
.	Z

Menurut	IN
laporan keuangan	NN
konsolidasi	NN
tahunan	NN
perseroan	NN
,	Z
pertumbuhan	NN
laba bersih	NN
tersebut	PR
didukung	VB
oleh	IN
pendapatan bersih	NN
perseroan	NN
yang	SC
meningkat	VB
dari	IN
Rp	SYM
437,64	CD
miliar	CD
pada	IN
tahun	NN
2005	CD
menjadi	VB
Rp	SYM
474,78	CD
miliar	CD
pada	IN
tahun	NN
2006	CD
dan	CC
dalam	IN
waktu	NN
bersamaan	VB
laba	NN
usaha	NN
-nya	PRP
bertambah	VB
dari	IN
Rp	SYM
177,18	CD
miliar	CD
menjadi	VB
Rp	SYM
209,53	CD
miliar	CD
.	Z

PT	NNP
Semen	NNP
Gresik	NNP
Tbk	NNP
SMGR	NNP
memperkirakan	VB
pendapatan	NN
perusahaan	NN
sampai	SC
akhir	NN
tahun	NN
2008	CD
mencapai	VB
sebesar	JJ
Rp	SYM
11	CD
triliun	CD
,	Z
naik	VB
15	CD
persen	CD
dibanding	VB
tahun	NN
2007	CD
sekitar	IN
Rp	SYM
9,5	CD
triliun	CD
.	Z

Apa	WH
pun	RP
yang	SC
terjadi	VB
maka	SC
2008	CD
pasti	RB
akan	MD
ada	VB
peningkatan	NN
minyak	NN
dan	CC
gas	NN
,	Z
kata	VB
-nya	PRP
dalam	IN
acara	NN
seminar	NN
nasional	JJ
pertumbuhan	NN
di	IN
tengah	NN
gejolak	NN
global	JJ
di	IN
Jakarta	NNP
,	Z
Kamis	NNP
.	Z

Sementara	SC
laba bersih	NN
per	IN
saham	NN
Earnings	FW
Per	IN
Share	FW
/	Z
EPS	FW
perseroan	NN
naik	VB
menjadi	VB
Rp	SYM
60,76	CD
pada	IN
tahun	NN
2006	CD
dari	IN
Rp	SYM
40,51	CD
pada	IN
tahun	NN
2005	CD
.	Z

Semester	NN
II	OD
tahun	NN
ini	PR
terjadi	VB
perlambatan	NN
permintaan	NN
semen	NN
,	Z
akan tetapi	CC
pada	IN
periode	NN
itu	PR
mulai	VB
September	NNP
hingga	IN
akhir	NN
tahun	NN
akan	MD
kembali	VB
meningkat	VB
,	Z
kata	VB
Dirut	NNP
Semen	NNP
Gresik	NNP
Dwi	NNP
Sutjipto	NNP
,	Z
di	IN
Gedung	NNP
MPR	NNP
/	NNP
DPR	NNP
,	Z
Jakarta	NNP
,	Z
Selasa	NNP
.	Z

Kemungkinan	NN
tahun	NN
terakhir	JJ
sebagai	IN
net	FW
importir	NN
minyak	NN
dan	CC
akan	MD
menjadi	VB
net	FW
ekportir	X
.	Z

Perolehan	NN
laba bersih	NN
tersebut	PR
melampaui	VB
angka	NN
yang	SC
diproyeksikan	VB
perseroan	NN
.	Z

Dengan	IN
demikian	PR
perseroan	NN
mengharapkan	VB
target	NN
laba bersih	NN
tahun	NN
2008	CD
minimal	JJ
sama	JJ
dengan	IN
tahun	NN
2007	CD
.	Z

Pelaku	NN
pasar	NN
masih	MD
memburu	VB
dolar	NN
AS	NNP
ketimbang	IN
membeli	VB
rupiah	NN
,	Z
meski	SC
krisis	NN
keuangan	NN
di	IN
Amerika	NNP
Serikat	NNP
mengakibatkan	VB
sejumlah	CD
perusahaan	NN
keuangan	NN
AS	NNP
ambruk	VB
,	Z
kata	VB
analis	NNP
Valas	NNP
PT	NNP
Bank	NNP
Himpunan	NNP
Saudara	NNP
,	Z
Rully	NNP
Nova	NNP
di	IN
Jakarta	NNP
,	Z
Selasa	NNP
.	Z

Direksi	NN
perusahaan	NN
farmasi	NN
PT	NNP
Tempo	NNP
Scan	NNP
Pacific	NNP
Tbk	NNP
TSPC	NNP
di	IN
Jakarta	NNP
,	Z
Senin	NNP
,	Z
mengatakan	VB
untuk	SC
tahun	NN
yang	SC
berakhir	VB
Desember	NNP
2006	CD
perseroan	NN
membukukan	VB
laba bersih	NN
Rp	SYM
272,58	CD
miliar	CD
,	Z
turun	VB
8,16	CD
persen	CD
dibandingkan	VB
periode	NN
sama	JJ
tahun	NN
sebelum	SC
-nya	PRP
Rp	SYM
296,82	CD
miliar	CD
.	Z

Nilai	NN
tukar	VB
rupiah	NN
terhadap	IN
dolar	NN
AS	NNP
turun	VB
menjadi	VB
Rp	SYM
9.31	CD
/	Z
9.315	CD
per	IN
dolar	NN
AS	NNP
dibanding	VB
penutupan	NN
hari	NN
sebelum	SC
-nya	PRP
Rp	SYM
9.29	CD
/	Z
9.329	CD
per	IN
dolar	NN
AS	NNP
atau	CC
melemah	VB
20	CD
poin	NN
.	Z

Laporan	NN
keuangan	NN
konsolidasi	NN
tahunan	NN
perseroan	NN
memperlihatkan	VB
penurunan	NN
laba bersih	NN
tersebut	PR
terutama	JJ
akibat	NN
tinggi	JJ
-nya	PRP
biaya	NN
operasional	JJ
,	Z
karena	SC
penjualan	NN
bersih	JJ
-nya	PRP
masih	MD
meningkat	VB
dari	IN
Rp	SYM
2,50	CD
triliun	CD
pada	IN
tahun	NN
2005	CD
menjadi	VB
Rp	SYM
2,73	CD
triliun	CD
pada	IN
tahun	NN
2006	CD
.	Z

Rully	NNP
Nova	NNP
mengatakan	VB
,	Z
rupiah	NN
pada	IN
hari	NN
berikut	PR
-nya	PRP
kemungkinan	MD
akan	MD
masih	MD
tertekan	VB
pasar	NN
,	Z
karena	SC
kekhawatiran	NN
pelaku pasar	NN
masih	MD
tinggi	JJ
.	Z

Sebelum	SC
-nya	PRP
,	Z
Bank	NNP
Dunia	NNP
mengungkapkan	VB
proyeksi	NN
-nya	PRP
bahwa	SC
pertumbuhan ekonomi	NN
6,4	CD
persen	CD
pada	IN
2008	CD
atau	CC
lebih	RB
cepat	JJ
dari	IN
6,3	CD
persen	CD
pada	IN
2007	CD
bakal	MD
dapat	MD
menurunkan	VB
angka	NN
kemiskinan	NN
.	Z

Seperti	IN
diketahui	VB
,	Z
Bank	NNP
Dunia	NNP
sedang	MD
memperkenalkan	VB
metode	NN
baru	JJ
penghitungan	NN
kemiskinan	NN
dengan	IN
memperhitungkan	VB
laju	NN
pertumbuhan ekonomi	NN
,	Z
program-program	NN
kemiskinan	NN
dan	CC
anggaran	NN
kemiskinan	NN
,	Z
kata	VB
-nya	PRP
.	Z

Gubernur	NNP
Bank	NNP
Indonesia	NNP
Burhanuddin	NNP
Abdullah	NNP
mengatakan	VB
,	Z
dana	NN
yang	SC
menganggur	VB
di	IN
instrumen	NN
SBI	NNP
merupakan	VB
ekses	NN
kesulitan	NN
perbankan	NN
menjalankan	VB
fungsi	NN
intermediasi	NN
,	Z
seperti	IN
adanya	NN
asimetris	JJ
informasi	NN
antara	IN
perbankan	NN
dengan	IN
sektor	NN
riil	JJ
.	Z

Kera	NN
untuk	SC
amankan	VB
pesta olahraga	NN

Menurut	IN
-nya	PRP
,	Z
penurunan	NN
yang	SC
muncul	VB
dalam	IN
tinjauan	NN
terkini	JJ
Bank	NNP
Dunia	NNP
atas	IN
pembangunan	NN
di	IN
Asia	NNP
Timur	NNP
dan	CC
Pasifik	NNP
hanya	RB
merupakan	VB
angka	NN
kemiskinan	NN
dengan	IN
metode	NN
penghitungan	NN
terbaru	JJ
dari	IN
Bank	NNP
Dunia	NNP
.	Z

Pemerintah	NNP
kota	NNP
Delhi	NNP
mengerahkan	VB
monyet	NN
untuk	SC
mengusir	VB
monyet-monyet	NN
lain	JJ
yang	SC
berbadan	VB
lebih	RB
kecil	JJ
dari	IN
arena	NN
Pesta Olahraga	NNP
Persemakmuran	NNP
.	Z

Ini	PR
tantangan	NN
untuk	SC
membuktikan	VB
agar	SC
jangan sampai	RB
karena	SC
sebagian besar	NN
program	NN
kemiskinan	NN
dibiayai	VB
Bank	NNP
Dunia	NNP
,	Z
maka	SC
perlu	MD
ada	VB
justifikasi	NN
bahwa	SC
program-program	NN
tersebut	PR
berhasil	VB
,	Z
kata	VB
Henry	NNP
di	IN
Jakarta	NNP
,	Z
Jumat	NNP
.	Z

Beberapa	CD
laporan	NN
menyebutkan	VB
setidaknya	RB
10	CD
monyet	NN
ditempatkan	VB
di	IN
luar	NN
arena	NN
lomba	NN
dan	CC
pertandingan	NN
di	IN
ibukota	NNP
India	NNP
.	Z

Peneliti	NN
dari	IN
Advisory	NNP
Group	NNP
in	NNP
Economics	NNP
,	NNP
Industry	NNP
,	NNP
and	NNP
Trade	NNP
Econit	NNP
,	Z
Henri	NNP
Saparini	NNP
mengenai	IN
proyeksi	NN
penurunan	NN
angka	NN
kemiskinan	NN
Indonesia	NNP
oleh	IN
Bank	NNP
Dunia	NNP
pada	IN
2008	CD
dari	IN
105,3	CD
juta	CD
atau	CC
45,2	CD
persen	CD
menjadi	VB
100,7	CD
juta	CD
orang	NN
atau	CC
42,6	CD
persen	CD
hanya	RB
merupakan	VB
upaya	NN
pembenaran	NN
program-program	NN
kemiskinan	NN
pemerintah	NN
.	Z

Pemkot	NNP
Delhi	NNP
memiliki	VB
28	CD
monyet	NN
dan	CC
berencana	VB
mendatangkan	VB
10	CD
monyet	NN
sejenis	NN
dari	IN
negara bagian	NNP
Rajasthan	NNP
.	Z

Sedangkan	CC
untuk	SC
persediaan	NN
gas	NN
,	Z
menurut	IN
dia	PRP
,	Z
akan	MD
bertambah	VB
karena	SC
produksi	NN
gas	NN
Tangguh	JJ
yang	SC
dimulai	VB
pada	IN
2008	CD
akan	MD
mendekati	VB
kapasitas	NN
penuh	JJ
pada	IN
tahun	NN
2009	CD
.	Z

Jumlah	NN
monyet	NN
di	IN
ibukota	NNP
India	NNP
mencapai	VB
ribuan	CD
,	Z
sebagian besar	NN
berada	VB
di	IN
kantor-kantor	NN
pemerintah	NN
dan	CC
hewan	NN
ini	PR
dianggap	VB
mengganggu	VB
ketertiban	NN
umum	JJ
.	Z

Ia	PRP
juga	RB
menyatakan	VB
,	Z
program	NN
konversi	NN
minyak tanah	NN
ke	IN
LPG	FW
akan	MD
efektif	JJ
pada	IN
tahun	NN
2009	CD
,	Z
dan	CC
mulai	VB
menggantikan	VB
minyak tanah	NN
pada	IN
2010	CD
.	Z

Jenis	NN
monyet	NN
yang	SC
dikerahkan	VB
pemkot	NN
berbadan	VB
besar	JJ
,	Z
berekor	VB
panjang	JJ
,	Z
dan	CC
memiliki	VB
wajah	NN
berwarna	VB
hitam	JJ
.	Z

Selain	IN
itu	PR
,	Z
menurut	IN
dia	PRP
konsumsi	NN
bahan bakar	NN
minyak	NN
akan	MD
menurun	VB
tajam	JJ
pada	IN
2009	CD
seiring	NN
dengan	IN
masuk	VB
-nya	PRP
pembangkit	NN
listrik	NN
yang	SC
tidak	NEG
berbahan	VB
bakar	VB
minyak	NN
serta	CC
beroperasi	VB
-nya	PRP
PLN	NNP
berbahan	VB
bakar	VB
gas	NN
pada	IN
pembangkit	NN
listrik	NN
tenaga	NN
gas	NN
PLTG	NNP
dan	CC
pembangkit	NN
listrik	NN
tenaga	NN
gas	NN
dan	CC
uap	NN
PLTGU	NNP
.	Z

Monyet	NN
ini	PR
diikat	VB
dengan	IN
tali	NN
panjang	JJ
dan	CC
pelatih	NN
yang	SC
mengawasi	VB
mereka	PRP
akan	MD
melepas	VB
tali	NN
begitu	SC
monyet-monyet	NN
kecil	JJ
lain	JJ
mendekat	VB
.	Z

Menurut	IN
dia	PRP
,	Z
hal	NN
ini	PR
karena	SC
pada	IN
2008	CD
,	Z
diperkirakan	VB
minyak	NN
dari	IN
blok	NN
Cepu	NNP
akan	MD
berproduksi	VB
sekitar	IN
30	CD
persen	CD
dana	NN
kan	RP
mendekati	VB
kapasitas	NN
penuh	JJ
pada	IN
tahun	NN
2009	CD
dan	CC
2010	CD
.	Z

Kantor	NNP
berita	NNP
AFP	NNP
melaporkan	VB
stadion	NN
tinju	NN
dan	CC
hockey	FW
mendapatkan	VB
perhatian	NN
khusus	JJ
karena	SC
sering	RB
diserbu	VB
monyet	NN
.	Z

Gairah	NN
sektor	NN
riil	JJ
tak	NEG
hanya	RB
karena	SC
BI	NNP
rate	FW
yang	SC
rendah	JJ
,	Z
tetapi	CC
juga	RB
insentif-insentif	NN
lain	JJ
seperti	IN
fiskal	JJ
atau	CC
pajak	NN
,	Z
debirokratisasi	NN
,	Z
law	FW
enforcement	FW
,	Z
pemberantasan	NN
penyelundupan	NN
dan	CC
illegal	FW
transaction	FW
lain	JJ
-nya	PRP
sebagai	IN
'	Z
pending	FW
works	FW
'	Z
yang	SC
harus	MD
dijalankan	VB
pemerintah	NN
,	Z
kata	VB
pengamat	NN
ekonomi	NN
Ryan	NNP
Kiryanto	NNP
di	IN
Jakarta	NNP
,	Z
Senin	NNP
.	Z

Lebih	RB
lanjut	VB
ditegaskan	VB
Dwi	NNP
,	Z
pertambahan	NN
pendapatan	NN
Gresik	NNP
hingga	IN
akhir	NN
tahun	NN
akan	MD
didorong	VB
kemungkinan	NN
peningkatan	NN
permintaan	NN
semen	NN
dari	IN
34	CD
juta	CD
ton	NND
tahun	NN
2007	CD
menjadi	VB
37	CD
juta	CD
ton	NND
pada	IN
tahun	NN
2008	CD
.	Z

Monyet	NN
besar	JJ
akan	MD
dikerahkan	VB
di	IN
dua	CD
stadion	NN
untuk	SC
mengusir	VB
serbuan	NN
monyet	NN
kecil	JJ

Dari	IN
sisi	NN
suku	NN
bunga	NN
,	Z
Ryan	NNP
memperkirakan	VB
BI	NNP
rate	FW
kembali	VB
akan	MD
diturunkan	VB
sebesar	JJ
25	CD
basis	NN
poin	NN
dari	IN
9	CD
persen	CD
menjadi	VB
8,75	CD
persen	CD
mengingat	VB
tren	NN
laju inflasi	NN
yang	SC
semakin	RB
menurun	VB
dan	CC
khusus	JJ
-nya	PRP
inflasi	NN
Maret	NNP
yang	SC
diperkirakan	VB
sekitar	IN
0,5	CD
persen	CD
.	Z

Bahkan	RB
diperkirakan	VB
pertumbuhan	NN
konsumsi	NN
semen	NN
hingga	IN
akhir	X
diperkirakan	VB
mencapai	VB
10	CD
-	Z
11	CD
persen	CD
.	Z

Namun	CC
tidak	NEG
tertutup	VB
BI	NNP
akan	MD
tetap	RB
menahan	VB
di	IN
level	NN
9	CD
persen	CD
dengan	IN
'	Z
kompensasi	NN
'	Z
pekan	NN
ini	PR
BI	NNP
masih	MD
akan	MD
terus	RB
melonggarkan	VB
aturan-aturan	NN
perbankan	NN
di	IN
bidang	NN
perkreditan	NN
.	Z

Penurunan	NN
permintaan	NN
pada	IN
Agustus	NNP
lalu	CC
tidak	NEG
bisa jadi	VB
patokan	NN
sampai	SC
akhir	NN
tahun	NN
,	Z
kata	VB
-nya	PRP
.	Z

Tapi	CC
untuk	SC
mendorong	VB
sektor	NN
riil	JJ
dan	CC
menurunkan	VB
porsi	NN
dana	NN
perbankan	NN
di	IN
SBI	NNP
,	Z
saya	PRP
cenderung	JJ
BI	NNP
Rate	FW
diturunkan	VB
25	CD
basis	NN
poin	NN
,	Z
kata	VB
Ryan	NNP
.	Z

Terkait	VB
dengan	SC
rencana	NN
Semen	NNP
Gresik	NNP
menambah	VB
kapasitas	NN
produksi	NN
dengan	SC
membangun	VB
pabrik	NN
baru	JJ
di	IN
Pati	NNP
,	Z
Jawa	NNP
Timur	NNP
,	Z
Dwi	NNP
mengatakan	VB
belum	NEG
segera	RB
terealisasi	VB
.	Z

Dikatakan	VB
-nya	PRP
,	Z
transmisi	NN
moneter	JJ
dengan	IN
penurunan	NN
suku	NN
bunga	NN
terbukti	VB
gagal	VB
mendorong	VB
sektor	NN
riil	JJ
karena	SC
tidak	NEG
diikuti	VB
kebijakan-kebijakan	NN
di	IN
sisi	NN
fiskal	JJ
dan	CC
ekonomi	NN
yang	SC
menjadi	VB
peran	NN
atau	CC
tugas	NN
pemerintah	NN
.	Z

Pembangunan	NN
masih	MD
terkendala	VB
belum	NEG
keluar	VB
-nya	PRP
laporan	NN
Analisis	NNP
Dampak	NNP
Lingkungan	NNP
Amdal	NNP
dari	IN
instansi	NN
terkait	VB
,	Z
kata	VB
-nya	PRP
.	Z

Jadi	VB
,	Z
jangan	NEG
salahkan	VB
BI	NNP
,	Z
jangan	NEG
salahkan	VB
perbankan	NN
,	Z
dan	CC
jangan	NEG
salahkan	VB
sektor	NN
riil	JJ
.	Z

Amdal	NN
merupakan	VB
persyaratan	NN
penting	JJ
dan	CC
kewajiban	NN
yang	SC
harus	MD
dipenuhi	VB
perusahaan	NN
sebelum	SC
pembangunan	NN
dilanjutkan	VB
,	Z
baru	MD
kemudian	CC
proses	NN
pembebasan	NN
lahan	NN
.	Z

Jika	SC
sumber	NN
pertumbuhan	NN
bukan	NEG
merupakan	VB
sektor	NN
padat karya	NN
atau	CC
program	NN
kemiskinan	NN
tidak	NEG
langsung	RB
kepada	IN
penduduk	NN
miskin	JJ
,	Z
atau	CC
anggaran	NN
kemiskinan	NN
baru	MD
direalisasikan	VB
pada	IN
akhir	NN
tahun	NN
,	Z
maka	SC
kemiskinan	NN
masih	MD
akan	MD
bertambah	VB
,	Z
meski	SC
ada	VB
perbaikan	NN
pada	IN
semua	CD
komponen	NN
tersebut	PR
,	Z
ujar	VB
-nya	PRP
.	Z

Pemerintah	NN
harus	MD
membuat	VB
kebijakan-kebijakan	NN
terobosan	NN
untuk	SC
mendorong	VB
sektor	NN
riil	JJ
dengan	IN
menciptakan	VB
iklim	NN
investasi	NN
yang	SC
menarik	VB
melalui	IN
penyelesaian	NN
'	Z
pending	FW
works	FW
'	Z
tadi	NN
,	Z
kata	VB
Chief	FW
Economist	FW
BNI	NNP
tersebut	PR
.	Z

Sedangkan	CC
dari	IN
sisi	NN
